datetime,price,pred,prob,actual,pnl
2025-09-15 00:00:00+00:00,115227.0703125,no_trade,0.42549287704831507,down,0.0
2025-09-15 00:15:00+00:00,115212.5078125,no_trade,0.5207396451756777,down,0.0
2025-09-15 00:30:00+00:00,115083.21875,no_trade,0.4028467192848961,up,0.0
2025-09-15 00:45:00+00:00,115079.078125,up,0.7284544784612038,up,0.0011394338757004796
2025-09-15 01:00:00+00:00,114939.3125,no_trade,0.5351230062085004,up,0.0
2025-09-15 01:15:00+00:00,115139.8203125,no_trade,0.5351205435423771,up,0.0
2025-09-15 01:30:00+00:00,115246.1015625,up,0.7368819223261087,up,0.0019372943810938015
2025-09-15 01:45:00+00:00,115210.203125,no_trade,0.3848847906270637,up,0.0
2025-09-15 02:00:00+00:00,115438.984375,no_trade,0.5704211578902428,up,0.0
2025-09-15 02:15:00+00:00,115415.65625,no_trade,0.4186159934621053,up,0.0
2025-09-15 02:30:00+00:00,115469.3671875,no_trade,0.5695126539218693,up,0.0
2025-09-15 02:45:00+00:00,115387.7734375,no_trade,0.5698594630355385,up,0.0
2025-09-15 03:00:00+00:00,115539.7734375,no_trade,0.4637056592650949,down,0.0
2025-09-15 03:15:00+00:00,115495.984375,down,0.7869920366986697,up,-0.0048248430715192026
2025-09-15 03:30:00+00:00,115486.140625,down,0.758737674876955,up,-0.0049909262650971176
2025-09-15 03:45:00+00:00,115557.875,no_trade,0.5843431293861459,up,0.0
2025-09-15 04:00:00+00:00,115513.7265625,down,0.6519246680501636,up,-0.005998407792039417
2025-09-15 04:15:00+00:00,116053.234375,no_trade,0.45286290011070895,up,0.0
2025-09-15 04:30:00+00:00,116062.5234375,no_trade,0.6362036113281816,up,0.0
2025-09-15 04:45:00+00:00,116072.3046875,down,0.7118455552002937,up,-0.0040169600642918635
2025-09-15 05:00:00+00:00,116206.625,up,0.7198473153382331,up,0.003927406247277165
2025-09-15 05:15:00+00:00,116360.3671875,no_trade,0.5338664450729804,up,0.0
2025-09-15 05:30:00+00:00,116414.9296875,no_trade,0.4898707692968114,down,0.0
2025-09-15 05:45:00+00:00,116538.5625,down,0.7137122279320185,down,0.0032787564416714154
2025-09-15 06:00:00+00:00,116663.015625,no_trade,0.5816574086787774,down,0.0
2025-09-15 06:15:00+00:00,116474.5625,no_trade,0.4833616115435201,down,0.0
2025-09-15 06:30:00+00:00,116292.2265625,down,0.6726490366133454,down,0.004882164778183706
2025-09-15 06:45:00+00:00,116156.4609375,no_trade,0.44364529724814916,down,0.0
2025-09-15 07:00:00+00:00,116268.4609375,no_trade,0.5900958034878208,down,0.0
2025-09-15 07:15:00+00:00,116119.9375,no_trade,0.5437540624689915,down,0.0
2025-09-15 07:30:00+00:00,115724.46875,no_trade,0.5902559918344095,down,0.0
2025-09-15 07:45:00+00:00,115852.203125,up,0.7778417276763406,down,-0.008805130351292156
2025-09-15 08:00:00+00:00,115577.296875,no_trade,0.50202458371069,down,0.0
2025-09-15 08:15:00+00:00,115750.21875,down,0.658656639343385,down,0.005089825694173933
2025-09-15 08:30:00+00:00,115354.9453125,no_trade,0.37661826318452163,down,0.0
2025-09-15 08:45:00+00:00,114832.109375,down,0.6831265474956534,up,-0.0007938899929311738
2025-09-15 09:00:00+00:00,114849.15625,no_trade,0.46867046074928664,up,0.0
2025-09-15 09:15:00+00:00,115161.0703125,down,0.7939505185819663,down,0.0031224608847784108
2025-09-15 09:30:00+00:00,114978.15625,down,0.6992279073347646,down,0.0015003529202965993
2025-09-15 09:45:00+00:00,114923.2734375,no_trade,0.47047081461963147,down,0.0
2025-09-15 10:00:00+00:00,114874.4765625,no_trade,0.3892300130006885,up,0.0
2025-09-15 10:15:00+00:00,114801.484375,no_trade,0.47429475782150443,up,0.0
2025-09-15 10:30:00+00:00,114805.6484375,no_trade,0.5173472423582361,up,0.0
2025-09-15 10:45:00+00:00,114840.640625,no_trade,0.5451655543383933,up,0.0
2025-09-15 11:00:00+00:00,114933.609375,down,0.7217782985551141,down,0.00015545659443882975
2025-09-15 11:15:00+00:00,114945.4375,no_trade,0.6079766312592063,down,0.0
2025-09-15 11:30:00+00:00,115173.8203125,no_trade,0.569095815643968,down,0.0
2025-09-15 11:45:00+00:00,115141.7890625,up,0.6585683339328373,down,-0.0034675996286914756
2025-09-15 12:00:00+00:00,114915.7421875,no_trade,0.4484572565647308,down,0.0
2025-09-15 12:15:00+00:00,114940.2890625,down,0.7644560233044101,up,-0.0008666864187703016
2025-09-15 12:30:00+00:00,114871.6328125,no_trade,0.45138740459078075,down,0.0
2025-09-15 12:45:00+00:00,114742.5234375,no_trade,0.5577623420624475,down,0.0
2025-09-15 13:00:00+00:00,114777.6171875,no_trade,0.6015383000458938,down,0.0
2025-09-15 13:15:00+00:00,115039.90625,no_trade,0.40824855667386983,up,0.0
2025-09-15 13:30:00+00:00,114569.453125,up,0.6546499283743926,up,0.0028323430997436727
2025-09-15 13:45:00+00:00,114681.8125,no_trade,0.3603079821325702,up,0.0
2025-09-15 14:00:00+00:00,114643.125,no_trade,0.6258826284833958,down,0.0
2025-09-15 14:15:00+00:00,115052.34375,no_trade,0.5463818563776821,down,0.0
2025-09-15 14:30:00+00:00,114893.953125,no_trade,0.4503104852894654,down,0.0
2025-09-15 14:45:00+00:00,114753.9375,no_trade,0.3536682309316461,up,0.0
2025-09-15 15:00:00+00:00,114547.921875,no_trade,0.5718761356767935,up,0.0
2025-09-15 15:15:00+00:00,114692.8984375,no_trade,0.5278488464995725,up,0.0
2025-09-15 15:30:00+00:00,114772.3984375,down,0.6659502461009043,up,-0.0013684692673345822
2025-09-15 15:45:00+00:00,114924.40625,down,0.6794309936121006,down,0.0019036970225808636
2025-09-15 16:00:00+00:00,114821.875,no_trade,0.3781211266408703,up,0.0
2025-09-15 16:15:00+00:00,114721.8984375,up,0.7034360042856235,up,8.205985629783363e-05
2025-09-15 16:30:00+00:00,114929.4609375,no_trade,0.51080151823705,up,0.0
2025-09-15 16:45:00+00:00,114705.625,up,0.6505299346838036,up,0.002921677228121977
2025-09-15 17:00:00+00:00,114916.421875,no_trade,0.44575459624285485,up,0.0
2025-09-15 17:15:00+00:00,114731.3125,no_trade,0.5967679631907686,up,0.0
2025-09-15 17:30:00+00:00,114935.46875,no_trade,0.44579065917373795,up,0.0
2025-09-15 17:45:00+00:00,115040.7578125,up,0.7307054849698954,up,0.0025296740958045127
2025-09-15 18:00:00+00:00,114980.71875,no_trade,0.5053739058664928,up,0.0
2025-09-15 18:15:00+00:00,114979.703125,up,0.7346965483721009,up,0.00109095341691412
2025-09-15 18:30:00+00:00,114959.4140625,down,0.8929617656134616,up,-0.004040896226623403
2025-09-15 18:45:00+00:00,115331.7734375,no_trade,0.3767146243437164,down,0.0
2025-09-15 19:00:00+00:00,115238.2734375,no_trade,0.4869429397642743,up,0.0
2025-09-15 19:15:00+00:00,115105.140625,no_trade,0.5448511025698801,up,0.0
2025-09-15 19:30:00+00:00,115423.953125,no_trade,0.4862358835196746,down,0.0
2025-09-15 19:45:00+00:00,115306.9609375,down,0.7981353371901339,up,-0.00027494545639084045
2025-09-15 20:00:00+00:00,115487.8125,no_trade,0.5329507831756268,down,0.0
2025-09-15 20:15:00+00:00,115319.4296875,no_trade,0.44643311427323806,up,0.0
2025-09-15 20:30:00+00:00,115278.6328125,up,0.7216841067112274,up,0.0018047305899124844
2025-09-15 20:45:00+00:00,115338.6640625,no_trade,0.5777405327410471,up,0.0
2025-09-15 21:00:00+00:00,115359.3046875,no_trade,0.6212740404339782,up,0.0
2025-09-15 21:15:00+00:00,115455.375,no_trade,0.5752635565376805,down,0.0
2025-09-15 21:30:00+00:00,115486.6796875,no_trade,0.3626896823446889,down,0.0
2025-09-15 21:45:00+00:00,115518.28125,no_trade,0.4506873335510473,down,0.0
